slot,property,sample_type,value
start_date_inc,description,soil,Date the incubation was started. Only relevant for incubation samples. Format: YYYY-MM-DD
start_date_inc,description,water,Date the incubation was started. Only relevant for incubation samples. Format: YYYY-MM-DD
start_date_inc,description,pure-culture,Date the incubation was started. Only relevant for incubation samples. Format: YYYY-MM-DD
start_date_inc,description,culture-environmental,Date the incubation was started. Only relevant for incubation samples. Format: YYYY-MM-DD
start_date_inc,description,mixed-culture,Date the incubation was started. Only relevant for incubation samples.
start_date_inc,description,sediment,Date the incubation was started. Only relevant for incubation samples. Format: YYYY-MM-DD
start_date_inc,description,plant,Date the incubation was started. Only relevant for incubation samples. Format: YYYY-MM-DD
start_date_inc,type,field-deployed-terraform,string
start_date_inc,type,other-undescribed,string
start_date_inc,type,soil,string
start_date_inc,type,water,string
start_date_inc,type,pure-culture,string
start_date_inc,type,culture-environmental,string
start_date_inc,type,mixed-culture,string
start_date_inc,type,sediment,string
start_date_inc,type,plant,string
storage_condt,title,field-deployed-terraform,storage condition
storage_condt,title,other-undescribed,storage condition
storage_condt,title,soil,storage condition
storage_condt,title,water,storage condition
storage_condt,title,aerosol,storage condition
storage_condt,title,aerosol-arm,storage condition
storage_condt,title,pure-culture,storage condition
storage_condt,title,culture-environmental,storage condition
storage_condt,title,commercially-purchased,storage conditions
storage_condt,title,mixed-culture,storage condition
storage_condt,title,sediment,storage condition
storage_condt,title,terraform,storage condition
storage_condt,title,synthesized-material,storage condition
storage_condt,title,monet-soil,storage condition
storage_condt,title,engineered-strain,storage condition
storage_condt,title,plant,storage condition
storage_condt,description,field-deployed-terraform,The storage condition of the sample. This field is NOT multivalued. If selecting other add the `other_storage_condt` attribute to provide additional detail.
storage_condt,description,other-undescribed,The storage condition of the sample. This field is NOT multivalued. If selecting other add the `other_storage_condt` attribute to provide additional detail.
storage_condt,description,soil,The storage condition of the sample. This field is NOT multivalued. If selecting other add the `other_storage_condt` attribute to provide additional detail.
storage_condt,description,water,The storage condition of the sample. This field is NOT multivalued. If selecting other add the `other_storage_condt` attribute to provide additional detail.
storage_condt,description,aerosol,The storage condition of the sample. This field is NOT multivalued. If selecting other add the `other_storage_condt` attribute to provide additional detail.
storage_condt,description,aerosol-arm,The storage condition of the sample. This field is NOT multivalued. If selecting other add the `other_storage_condt` attribute to provide additional detail.
storage_condt,description,pure-culture,The storage condition of the sample. This field is NOT multivalued. If selecting other add the `other_storage_condt` attribute to provide additional detail.
storage_condt,description,culture-environmental,The storage condition of the sample. This field is NOT multivalued. If selecting other add the `other_storage_condt` attribute to provide additional detail.
storage_condt,description,commercially-purchased,The storage condition of the sample. This field is NOT multivalued. If selecting other add the `other_storage_condt` attribute to provide additional detail.
storage_condt,description,mixed-culture,The storage condition of the sample. This field is NOT multivalued. If selecting other add the `other_storage_condt` attribute to provide additional detail.
storage_condt,description,sediment,The storage condition of the sample. This field is NOT multivalued. If selecting other add the `other_storage_condt` attribute to provide additional detail.
storage_condt,description,terraform,The storage condition of the sample. This field is NOT multivalued. If selecting other add the `other_storage_condt` attribute to provide additional detail.
storage_condt,description,synthesized-material,The storage condition of the sample. This field is NOT multivalued. If selecting other add the `other_storage_condt` attribute to provide additional detail.
