slot,property,value,sample_type_count,sample_types,primary_or_modification
tot_depth_water_col,pattern,^\d+(\.\d+)?\s*m$,2,"water, sediment",primary
tot_depth_water_col,title,total depth of water column,2,"other-undescribed, water",primary
tot_depth_water_col,title,total water column depth,1,sediment,modification
tot_depth_water_col,type,string,3,"other-undescribed, water, sediment",primary
tot_diss_nitro,description,Total dissolved nitrogen concentration reported as nitrogen measured by: total dissolved nitrogen = NH4 + NO3NO2 + dissolved organic nitrogen,1,other-undescribed,primary
tot_diss_nitro,description,Total dissolved nitrogen concentration reported as nitrogen measured by: total dissolved nitrogen = NH4 + NO3NO2 + dissolved organic nitrogen. (Unit: ug/L),1,water,modification
tot_diss_nitro,pattern,^\d+(\.\d+)?\s*(ug/L)$,1,water,modification
tot_diss_nitro,title,total dissolved nitrogen,2,"other-undescribed, water",primary
tot_diss_nitro,type,string,2,"other-undescribed, water",primary
tot_inorg_nitro,description,Total inorganic nitrogen content,1,other-undescribed,primary
tot_inorg_nitro,description,Total inorganic nitrogen content. (Unit: ug/L),1,water,modification
tot_inorg_nitro,pattern,^\d+(\.\d+)?\s*(ug/L)$,1,water,modification
tot_inorg_nitro,title,total inorganic nitrogen,2,"other-undescribed, water",primary
tot_inorg_nitro,type,string,2,"other-undescribed, water",primary
tot_nitro,description,Total nitrogen concentration of water samples calculated by: total nitrogen = total dissolved nitrogen + particulate nitrogen. Can also be measured without filtering reported as nitrogen,1,other-undescribed,primary
tot_nitro,description,Total nitrogen concentration of water samples calculated by: total nitrogen = total dissolved nitrogen + particulate nitrogen. Can also be measured without filtering reported as nitrogen. (Unit: ug/L or umol/L or mg/L),1,water,modification
tot_nitro,pattern,^\d+(\.\d+)?\s*(ug/L|umol/L|mg/L)$,1,water,modification
tot_nitro,title,total nitrogen,2,"other-undescribed, water",primary
tot_nitro,type,string,2,"other-undescribed, water",primary
tot_nitro_cont_meth,description,Reference or method used in determining the total nitrogen,3,"other-undescribed, soil, sediment",primary
tot_nitro_cont_meth,title,total nitrogen content method,3,"other-undescribed, soil, sediment",primary
tot_nitro_cont_meth,type,string,3,"other-undescribed, soil, sediment",primary
tot_nitro_content,description,Total nitrogen content of the sample,1,other-undescribed,modification
tot_nitro_content,description,Total nitrogen content of the sample. Provide value and unit any unit is valid,2,"soil, sediment",primary
tot_nitro_content,pattern,^\d+(\.\d+)?\s*[\w\s/]+$,2,"soil, sediment",primary
tot_nitro_content,title,total nitrogen content,3,"other-undescribed, soil, sediment",primary
tot_nitro_content,type,string,3,"other-undescribed, soil, sediment",primary
tot_org_c_meth,description,Reference or method used in determining total organic carbon,3,"other-undescribed, soil, sediment",primary
tot_org_c_meth,title,total organic carbon method,3,"other-undescribed, soil, sediment",primary
tot_org_c_meth,type,string,3,"other-undescribed, soil, sediment",primary
tot_org_carb,description,Definition for soil: total organic carbon content of the soil definition otherwise: total organic carbon content,1,other-undescribed,modification
tot_org_carb,description,Total organic carbon content. Provided as gram of Carbon per kg of your sample material. (Unit: g C/kg),2,"soil, sediment",primary
tot_org_carb,pattern,^\d+(\.\d+)?\s*g C/kg$,2,"soil, sediment",primary
tot_org_carb,title,total organic carbon,3,"other-undescribed, soil, sediment",primary
tot_org_carb,type,string,3,"other-undescribed, soil, sediment",primary
tot_part_carb,description,Total particulate carbon content,1,other-undescribed,primary
tot_part_carb,description,Total particulate carbon content. (Unit: ug/L or umol/L),1,water,modification
tot_part_carb,pattern,^\d+(\.\d+)?\s*(ug/L|umol/L)$,1,water,modification
tot_part_carb,title,total particulate carbon,2,"other-undescribed, water",primary
tot_part_carb,type,string,2,"other-undescribed, water",primary
tot_phosp,description,Total phosphorus concentration in the sample calculated by: total phosphorus = total dissolved phosphorus + particulate phosphorus,1,other-undescribed,primary
tot_phosp,description,Total phosphorus concentration in the sample calculated by: total phosphorus = total dissolved phosphorus + particulate phosphorus. (Unit: ug/L or umol/L),1,water,modification
tot_phosp,pattern,^\d+(\.\d+)?\s*(ug/L|umol/L)$,1,water,modification
tot_phosp,title,total phosphorus,2,"water, other-undescribed",primary
tot_phosp,type,string,2,"other-undescribed, water",primary
tot_phosphate,description,total amount or concentration of phosphate,1,other-undescribed,primary
tot_phosphate,title,total phosphate,1,other-undescribed,primary
tot_phosphate,type,string,1,other-undescribed,primary
trait,description,Select the general type of intended trait,1,engineered-strain,primary
trait,enum,Other|Product Quality|Agronomic Properties|Bacterial Resistance|Herbicide Resistance|Insect Resistance|Marker Gene|Nematode Resistance|Virus Resistance,1,engineered-strain,primary
trait,title,trait,1,engineered-strain,primary
trait,type,string,1,engineered-strain,primary
trophic_level,description,Trophic levels are the feeding position in a food chain. Microbes can be a range of producers (e.g. chemolithotroph),2,"other-undescribed, mixed-culture",modification
trophic_level,description,Trophic levels are the feeding position in a food chain. Microbes can be a range of producers.,2,"pure-culture, culture-environmental",primary
trophic_level,enum,autotroph|carboxydotroph|chemoautolithotroph|chemoautotroph|chemoheterotroph|chemolithoautotroph|chemolithotroph|chemoorganoheterotroph|chemoorganotroph|chemosynthetic|chemotroph|copiotroph|diazotroph|facultative|heterotroph|lithoautotroph|lithoheterotroph|lithotroph|methanotroph|methylotroph|mixotroph|obligate|oligotroph|organoheterotroph|organotroph|photoautotroph|photoheterotroph|photolithoautotroph|photolithotroph|photosynthetic|phototroph,1,pure-culture,primary
trophic_level,title,trophic level,4,"other-undescribed, pure-culture, culture-environmental, mixed-culture",primary
trophic_level,type,string,4,"other-undescribed, pure-culture, culture-environmental, mixed-culture",primary
turbidity,description,Measure of the amount of cloudiness or haziness in water caused by individual particles,1,other-undescribed,modification
turbidity,description,Measure of the amount of cloudiness or haziness in water caused by individual particles. Provide value and unit any unit is valid.,2,"water, sediment",primary
turbidity,pattern,^\d+(\.\d+)?\s*[\w\s/]+$,2,"water, sediment",primary
turbidity,title,turbidity,2,"water, sediment",primary
turbidity,title,turbitidy,1,other-undescribed,modification
turbidity,type,string,3,"other-undescribed, water, sediment",primary
volatile_org_comp,description,Volatile organic compounds are organic chemicals that have a high vapour pressure at room temperature.,3,"other-undescribed, aerosol, aerosol-arm",primary
volatile_org_comp,title,volatile organic compounds,3,"other-undescribed, aerosol, aerosol-arm",primary
volatile_org_comp,type,string,3,"other-undescribed, aerosol, aerosol-arm",primary
wastewater_type,description,the origin of wastewater such as human waste rainfall storm drains etc.,1,other-undescribed,primary
wastewater_type,title,wasterwater type,1,other-undescribed,primary
wastewater_type,type,string,1,other-undescribed,primary
water_content,description,Water content measurement,1,other-undescribed,modification
water_content,description,Water content measurement. Provide value and unit any unit is valid,3,"field-deployed-terraform, soil, terraform",primary
water_content,description,Water content measurement. Provide value and unit any unit is valid.,1,sediment,modification
water_content,description,Water content measurement. This will be a readout from the Teros ZSC bluetooth sensor and requires a unit of 'm3/m3'. If measurement was started and unsuccessful enter 'failed' if measurement was not attempted enter 'did not collect'.,1,monet-soil,modification
water_content,pattern,^\d+(\.\d+)?\s*[\w\s/]+$,4,"field-deployed-terraform, soil, sediment, terraform",primary
water_content,pattern,^\d+(\.\d+)?\s*m3/m3|did not collect|failed,1,monet-soil,modification
water_content,title,water content,6,"field-deployed-terraform, other-undescribed, soil, sediment, terraform, monet-soil",primary
water_content,type,string,6,"field-deployed-terraform, other-undescribed, soil, sediment, terraform, monet-soil",primary
water_content_meth,description,Reference or method used in determining the water content of soil,5,"field-deployed-terraform, soil, sediment, terraform, monet-soil",primary
water_content_meth,title,water content method,5,"field-deployed-terraform, soil, sediment, terraform, monet-soil",primary
water_content_meth,type,string,5,"field-deployed-terraform, soil, sediment, terraform, monet-soil",primary
water_current,description,Measurement of magnitude and direction of flow within a fluid,1,other-undescribed,primary
water_current,description,Measurement of magnitude and direction of flow within a fluid. Provide value and unit any unit is valid.,1,water,modification
water_current,pattern,^\d+(\.\d+)?\s*[\w\s/]+$,1,water,modification
water_current,title,water current,2,"other-undescribed, water",primary
water_current,type,string,2,"other-undescribed, water",primary
water_temp_regm,description,Information about treatment involving an exposure to water with varying degree of temperature treatment regimen including how many times the treatment was repeated how long each treatment lasted and the start and end time of the entire treatment; can include multiple regimens,2,"other-undescribed, plant",primary
water_temp_regm,title,water temperature regimen,2,"other-undescribed, plant",primary
water_temp_regm,type,string,2,"other-undescribed, plant",primary
